education,expersion,fuli,highSalary,lowSalary,name,place,yaoqiu
本科,3-5年,五险一金定期体检年终奖股票期权带薪年假节日福利保险五险一金定期体检年终奖股票期权带薪年假节日福利保险,20,40K,数据开发/数据仓库,北京,1.负责数据仓库建模2.负责etl开发3.熟悉大数据生态各项开发技术和工具，包括但不限于hadoop/hive/spark/strom/flink/kylin/druid等；精通hql及海量数据处理任务优化，熟练掌握至少一门编程语言java/python4.一线互联网行业经历优先
本科,1年以内,,8,16K,数据开发,北京,"1.精通ORACLE数据库开发,SQL语句优化,性能优化,Bug甄别与修复,熟练掌握PL/SQL开发工具;2.负责制定数据开发的技术方案、实施策略；3.编写解决方案，技术文档等各类材料。4.团队合作能力优秀,具有DBA基本技能1.计算机相关专业本科及以上学历；2 具有报表开发或ERP实施经验者优先；"
本科,5-10年,五险一金补充医疗保险加班补助全勤奖年终奖带薪年假节日福利零食下午茶五险一金补充医疗保险加班补助全勤奖年终奖带薪年假节日福利零食下午茶带薪年假地铁周边公司氛围好领导nice16-21薪,25,35K·16薪,高级数据开发工程师——公共产品部(J13697),北京,16-21薪工作职责:1.大规模分布式数据仓库搭建2.海量日志和业务数据的采集和分析3.实时可视化统计平台的数据开发1.本科及以上学历，有5年以上大数据相关开发或运维经验2.要求有良好的沟通和理解能力，善于学习，熟悉电商业务优先3熟悉hadoop/hive/hbase等开源工具的使用和原理，有实际生产环境的优化或搭建经验优先4.有linux系统java/shell/python等语言的开发经验，有框架或架构开发经验优先5.理解数据仓库ETL，有高可靠性系统构建经验优先6.有elasticsearch/kafka/storm/spark实时计算经验优先7.有hive源码修改经验优先加分项1.熟悉java web端框架，如spring/spring mvc/mybatis等；2.熟悉分布式系统原理，有分布式系统设计和开发；3.熟悉主流大数据处理技术（hadoop/spark等）；4.熟悉 Python，掌握一种 python web 框架；去哪儿是中国领先的旅游搜索引擎，去哪儿是目前全球最大的中文在线旅行网站，创立于2005年2月，总部在北京。去哪儿网为消费者提供机票、酒店、会场 、度假产品的实时搜索，并提供旅游产品团购以及其他旅游信息服务，为旅游行业合作伙伴提供在线技术、移动技术解决方案。
本科,3-5年,五险一金定期体检年终奖带薪年假五险一金定期体检年终奖带薪年假,25,50K,数据开发工程师/数据仓库,北京,工作职责：1、负责数据仓库架构设计、建模和ETL开发，构建可扩展的数据仓库和分析解决方案；2、负责分析和解释产品试验，市场运营活动等结果，为产品改进，推广等提供数据支持；3、负责建立用户数据分析模型，针对用户行为进行数据监控和统计，发现用户行为模式与规律，为改进推荐系统提供支持。1、全日制本科（重点高校）学历及以上，计算机相关专业，热爱计算机科学和互联网技术，乐于快速学习和尝试新技术、新工具；2、具备强悍的编码能力，熟练使用SQL，熟悉Python或R语言的优先；3、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；4、熟悉至少一项分布式计算平台，例如Hadoop，Spark，Hive，Storm，Kafka等；5、有较强的逻辑/概率思维能力，善于分析、归纳、解决问题。
本科,1-3年,,6,12K,数据开发,北京,1. 深入理解和分析客户需求，将客户需求分解成不同的数据分析模型和业务报表并完成相应的分析报表的开发。2. 深入理解维度和指标，从繁杂的业务中将用户关注的核心指标按主题划分进行分类，并在数据仓库中构建相关的维度和事实组成的分析模型。3. 底层对接用户的各类业务系统，完成 ETL （ Extract \ Transformation \ Loading ) 清洗、转换、抽取过程。4. 扎实的 SQL 功底，完成从各类数据库 MySQL\SQL Server\Oracle\Hana 等取数，熟练的存储过程、视图、SQL 性能调优等技能。基本要求：1. 有微软 BI（SSIS\SSRS\SSAS）、IBM Cognos、Oracle BIEE、Qlik(Qlik View\Qlik Sense)、Tableau 或国内的永洪、帆软、亿信华辰、用友 BQ、Smartbi 等 BI 工具经验更佳。2. 熟悉 BI 项目实施的工作流程，熟悉数据仓库的分层设计等。3. 至少 2 年以上的实际 BI 项目经验或 ETL 数据开发和报表开发经验（实习不算），编造虚假的项目或技术经验无法通过经验丰富的面试官考验，请大家都节省宝贵的时间。4. 熟悉用友 ERP 软件，并有以下项目开发经验者有限（T系列、U8\NC等），或金蝶、SAP 等 ERP 软件。即在项目中所用到的数据源、业务系统为以上相关 ERP 软件。5. 熟悉财务、供应链、人力等业务知识的优先，有过大型汽车行业、石油行业、物流等等某一个行业业务经验沉淀的优先。6. BI 报表呈现只是第一层次的需求，我们要做的是 BI 分析，能够真正通过数据分析、分析模型的设计真正解决业务问题，凸显业务价值，认可这一点的 BI 开发工程师请加入我们。7. 有很强的抗压能力、沟通能力、业务需求梳理能力、有很强的数据意识和思维、积极性和主动性。其它福利：1. 我们将根据个人的能力提供富有竞争力的薪资。2. 我们不按固定工作年限调薪，按能力按产出按贡献调薪，一年多次调薪机会。3. 表现突出有项目分红的机会。其它：1. 团队人不在多而在于精，每位团队成员都是非常富有战斗力的成员，希望有渴望成长的优秀朋友加入我们。2. 我们有我们自己孵化的 BI 数据分析平台和各类分析应用产品，你将有机会参与或者影响到产品的规划、设计和开发，与产品研发、售前、运营、数据实施等团队共同打造属于我们的最好的 BI 分析工具产品。
本科,1-3年,五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游餐补交通补助节日福利住房补贴五险五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游餐补交通补助节日福利住房补贴五险股票期权带薪年假年终分红美女如云扁平管理移动互联网领导nice公司氛围好,20,35K,数据开发工程师,北京,工作内容：1. 参与知识图谱构建；2. 参与数据流处理相关开发；3. 数据分析，离线/实时计算相关开发；4. 数据服务相关开发；1. 有扎实的编程基础和算法基础；2. 至少熟练掌握java，熟悉了解spring boot及spring cloud优先考虑；同时熟悉node.js优先考虑；3. 有快速学习能力；4. 熟悉hadoop生态，有流计算实际经验者优先；5. 有独立完成项目经验者优先；在职业规划师的成长道路上匍匐前进
硕士,1-3年,五险一金加班补助年终奖股票期权带薪年假餐补交通补助节日福利五险一金加班补助年终奖股票期权带薪年假餐补交通补助节日福利,20,40K,数据开发,北京,数据算法，数据模型构建
本科,3-5年,五险一金补充医疗保险加班补助全勤奖带薪年假员工旅游五险一金补充医疗保险加班补助全勤奖带薪年假员工旅游,25,40K,数据开发,北京,"1. 开发和维护数据总线,报表等系统2. 对数据处理的需求场景进行抽象，形成自动化工具，提升工作效率3. 基于日常的需求场景，构建安全、高效、稳定的大数据平台，为业务提供更有效的数据支撑1. 熟悉hadoop生态系统，熟悉HDFS、MR、SPARK、HIVE等常用大数据技术2. 熟练掌握PYTHON/JAVA其中至少一种以上3. 对技术有热情，严谨认真，具有owner意识具有以下经验者优先考虑：1. 具有海量数据调优、数据倾斜调优经验者优先考虑2. 有大数据平台开发经验者优先考虑3. 具有SQL优化经验优先考虑4. 熟悉Java Web开发"
本科,5-10年,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游免费班车餐补零食下午茶五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游免费班车餐补零食下午茶带薪年假不打卡电子商务领导nice公司氛围好,30,60K,数据开发工程师/专家,北京,负责数据研发工作，针对业务诉求和实际数据情况，能独立完成项目的系统分析，根据开发规范和数据模型设计实现数据开发任务，保证数据质量；基于阿里云自主研发离线计算MaxCompute平台与实时计算Blink平台，进行海量数据模型设计、数据ETL开发，整合和处理海量数据；数据系统建设和构建数据应用，包括数据采集、提取、分析与数据产品化，以及模型架构设计及优化工作；同产品、BI等团队协作深度挖掘数据商业价值，建设公共数据服务，实现高质量数据共享，推动部门数据应用能力；具有丰富的数据研发经验，对数据处理、数据建模、数据分析等有深刻认识和实战经验。较为丰富的数据仓库及数据平台的架构经验，精通数据仓库建模及ETL设计开发；有较为系统的海量数据性能处理经验；有从事分布式数据存储与计算平台应用开发经验，有Hadoop、Spark、Storm 等离线计算、实时计算数据研发经验，对Flink、Beam有一定了解者优先。具备较扎实的理论基础和工程能力，具备一定的JAVA、Python语言的开发能力，具备机器学习算法能力尤佳；责任心强，做事细致，具备较强的沟通协作能力和快速学习能力待补充
本科,1-3年,五险一金补充医疗保险年终奖股票期权带薪年假通讯补贴交通补助包吃节日福利零食下午茶技术氛围好五险一金补充医疗保险年终奖股票期权带薪年假通讯补贴交通补助包吃节日福利零食下午茶技术氛围好股票期权不打卡扁平管理领导nice,20,40K,数据开发,北京,主要工作内容：1.数据指标统计2.数据清洗2.ETL2.Python开发要求熟悉Python，pandas，hdfs，hive，spark，熟悉ES，kiban，airflow是加分项
本科,3-5年,五险一金年终奖节日福利五险一金年终奖节日福利大语文赛道北大创业系三轮融资中关村站直达管理扁平化公司氛围好,20,40K,资深数据开发工程师,北京,1、基于 hadoop 生态圈相关开源解决方案，比如 MR/Hive/Kafka/spark/storm 开发大数据统计分析平台，支持部门的产品运营、统计分析；2、基于 Hive/spark/storm 开发相应的离线/实时统计分析服务或报表，支撑下游业务方应用，如：数据监控、日报展现、运营统计分析、业务方调用等；3、基于海量日志下的多维统计分析与查询方案设计与实现，并能对其存储空间与查询效率进行优化；4、除此之外，亦需要深入业务，对财务数据，数据报表，数据后台进行来发支持。1、熟练掌握 Java 编程语言、有 Java 后台服务相关开发经验优先；2、熟练掌握 spark、storm 等大数据技术其中一种或多种，海量数据场景下的多维统计与查询有相关经验者优先。3、熟悉MySQL或NoSQL原理，有相关使用经验即可；4、有电商大数据经验者优先5、本科及以上学历，3年以上工作经验源自北大，陪你读写。
本科,3-5年,五险一金补充医疗保险定期体检年终奖股票期权带薪年假餐补零食下午茶五险一金补充医疗保险定期体检年终奖股票期权带薪年假餐补零食下午茶不打卡领导nice人工智能带薪年假行业新贵公司氛围好,25,45K,数据开发工程师,北京,1. 参与AI云服务的亿级别数据建设，包括数据ETL、数仓建设、数据BI产品；2. 参与新业务和行业的数据商业化探索和数据价值挖掘。1. 熟悉数据仓库产品，对数据处理、维度建模、数据分析等有深刻认识和实战经验，如Hadoop/Hive，Storm/Spark，Impala，MPP等的数据应用开发；2. 对大数据平台的构建和实现机制有深刻的理解，有大数据平台运维和开发经验；3. 对大数据、云计算、开源软件、传统数据仓库类产品有一定的深度和广度；4. 有较强的编程能力和编程经验，至少熟悉Java/C++其中一门编程语言，有较强的分布式计算基础和算法工程能力；5. 具备较好沟通协调能力，主动建立与业务的紧密合作，推动业务升级。
本科,3-5年,带薪年假免费零食领导nice移动互联网公司氛围好地铁周边不打卡带薪年假免费零食领导nice移动互联网公司氛围好地铁周边不打卡带薪年假免费零食领导nice移动互联网公司氛围好地铁周边不打卡,15,25K,GIS数据开发,北京,1、负责E&P数据集成工具的设计和开发2、负责E&P数据集成工具技术文档编写1、具有数据集成思想，数据库操作和查询经验2、熟悉ETL相关技术，具有ETL产品实施经验，熟悉操作ARCGIS软件3、拥有ARCGIS Python，Java开发经验，及数据更新相关概念4、熟悉ORACLE数据库操作和查询经验5、拥有GIS项目经验，熟悉油气勘探和开发业务6、拥有良好的沟通能力和很强的执行力；7、具有团队合作精神。带薪年假，弹性工作，不间断零食。发展前景好
本科,3-5年,,16,26K,数据开发工程师,北京,1、负责基于Hadoop、Spark平台的海量数据处理、数据计算、数据开发。2、负责高并发、高可用性、高可扩展性的线上数据系统开发。3、负责数据挖掘应用服务开发和数据挖掘算法包研究和应用。4、负责数据产品和数据项目的相关开发支持。5、负责垂直领域的数据探索，价值数据提取。1、必备技能：JAVA、Hive、MR、spark、shell、awk、perl、Linux下的基本命令；对大数据处理、数据仓库结构有一定认知；2、至少精通一种关系型数据库，如MSSQL、MySQL、Oracle等；3、熟悉互联网环境，了解互联网数据的基本概念；4、工作态度端正，有较强的责任心及执行力，紧急工作能够快速响应；有较强的抗压能力，能够适当加班；5、至少2年实际工作经验，不含实习期。6、以上要求与实际工作内容紧密相关，为岗位最低要求。
本科,3-5年,五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补交通补助包吃节日福利零食下午茶五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补交通补助包吃节日福利零食下午茶带薪年假电子商务领导好地铁周边,20,30K,数据开发,北京,"1. 参与京东重点数据产品的数据开发和建设，赋能业务部门与品牌商。2. 参与京东数据仓库、集市的各个主题建设，根据京东业务设计多维模型、实现ETL。3. 参与京东数据资产管理平台-标签体系建设与管理。1、 有大数据分布式计算平台开发经验,熟悉Mapreduce、spark原理，熟练使用PY,Hive、spark开发。2、 熟悉数据仓库各类建模理论，以及数据仓库数据层级关系，精通多维数据模型设计，具备大型数据仓库架构设计、模型设计和处理性能调优等相关经验；3、 熟悉Impala熟悉Impala,Presto等大数据AD HOC平台优先。4、 有Hadoop集群配置、搭建与维护经验者优先；5、 有互联网，零售，供应链等行业应用经验者优先；6、 工作认真、负责、仔细，有良好的团队合作精神，良好的分析能力、沟通技巧。"
本科,1-3年,五险一金定期体检加班补助年终奖餐补通讯补贴节日福利五险一金定期体检加班补助年终奖餐补通讯补贴节日福利,7,12K,数据开发工程师,北京,1、参与项目的ETL设计、开发、维护工作；2、参与ETL调度架构的开发优化工作；3、项目技术方案的编写；4、独立完成数据模型设计；5、与业务需求部门进行有效沟通，进行需求设计；6、完成项目任务投产部署等。1、统招本科及以上（非民办高校），计算机相关专业；2、具有优秀的沟通能力，学习能力和业务理解能力；3、1年及以上相关工作经验；4、熟练使用DataStage、Kettle、informatic等ETL工具；5、熟练操作Linux相关命令；6、熟练使用DB2、Oracle、MySql等数据库；7、熟悉ODS、数仓等架构及模型分析整合；8、有银行项目工作经验且熟悉银行业务者优先；9、要求有激情、踏实、有责任心，具有良好的团队合作精神和沟通能力。
本科,3-5年,五险一金补充医疗保险定期体检年终奖带薪年假节日福利五险一金补充医疗保险定期体检年终奖带薪年假节日福利地铁周边领导nice带薪年假公司氛围好,15,30K,数据开发工程师,北京,"数据开发工程师- 基于业务需求开发ETL job来处理业务数据；- 基于业务需求开发BI报表来展现业务数据；- 按时按量的交付系统功能；- 与不同团队协同合作，保证项目成员之间的通信畅通,维护和支持先有的应用系统正常的工作；- 在其他项目或者最终用户需要时提供技术支持。技能要求：- 具有丰富的SQL和ETL开发技能，至少具有一年以上实际项目的ETL数据开发经验；- 具有丰富的Unix/Linux shell 脚本开发经验；- 具有丰富的数据库理论知识背景，至少精通一种数据库，比如DB2或者Oracle；- 具有丰富的数据集成，数据仓库和大数据技术，例如： Spark,Flink,Hive, Hbase,etc- 具有丰富的数据相关的问题分析和故障处理能力。具有以下技能优先:- 具有Cognos或者其他BI报表开发经验；- 具有数据库建模，设计经验；- 熟悉Java或者JavaScript,J2EE,XML, Web服务等；- 熟悉大数据，比如Apache Hadoop, spark;- 有DevOps和相关工具（UCD,CHEF,Ansible等）"
本科,3-5年,五险一金补充医疗保险定期体检加班补助全勤奖年终奖带薪年假员工旅游餐补通讯补贴交通补助节日福利五险一金补充医疗保险定期体检加班补助全勤奖年终奖带薪年假员工旅游餐补通讯补贴交通补助节日福利,10,15K,数据开发,北京,1、3年以上Oracle数据库开发经验，有税务开发经验优先;2、熟练掌握Oracle数据库存储过程开发;3、熟悉ORACLE数据库体系结构，可以进行数据库SQL优化;4、良好的数据库设计建模能力；5、具有良好的团队协作精神，能承受压力;
本科,3-5年,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补包吃节日福利公积金高五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补包吃节日福利公积金高领导nice地铁周边年终分红公司氛围好,20,40K,数据开发工程师,北京,工作职责：1、负责小米互联网业务千亿级海量数据分析平台的建设，保障数据方便快捷的被业务部门使用2、负责数据存储和查询性能的优化，保障海量数据的结果能够高性价比、稳定、快速输出3、负责大数据OLAP技术的研发和应用，设计实现支持秒级响应性能的大数据多维分析方案​1、985/211大学计算机相关专业本科以上学历，2年以上大数据系统开发经验2、精通一种开发语言（Java、Scala、C++等），并具有快速学习其他开发语言的能力3、熟练使用Spark、Hadoop(HDFS/MapReduce/HBase)进行开发和性能调优，熟悉MySQL等关系型数据库和NoSQ技术4、有大数据相关分布式系统的开发、应用、优化经验优先，例如：Spark SQL、Impala、Kylin、Doris/Palo、Druid、Presto、Flink、Strom、ElasticSearch等5、熟悉服务器软硬件体系结构，精通Linux和大数据的存储和计算模型，有相关经验6、对数据敏感，能熟练预估数据量以及数据项之间关系，善于从数据中发现问题7、具有良好的沟通协作能力，具有较强的分享意愿
本科,3-5年,五险一金定期体检加班补助年终奖带薪年假餐补交通补助节日福利零食下午茶五险一金定期体检加班补助年终奖带薪年假餐补交通补助节日福利零食下午茶带薪年假领导nice公司氛围好移动互联网互联网金融地铁周边年度旅游免费零食,12,18K·13薪,数据开发,北京,二本学历以上提供免费三餐自助餐1、负责数据收集、清洗和规约等工作；2、提供面向业务的数据服务，完成数据指标的统计、多维分析和展现；3、根据业务和产品情况，抽象业务逻辑，搭建和开发大数据平台。1、统招本科或以上学历；2、精通SQL，有较好的SQL性能调优经验，了解Hive/MySQL的基本原理和调优策略3、熟悉常用的数据挖掘、分析的工具和方法，熟悉linux平台，精通Shell/Python/PHP等脚本语言的一种或多种，编码基本功扎实 ；4、精通Java开发，熟悉大数据处理相关技术，有Hadoop开发经验，掌握MapReduce。注意：BI方向  数据库开发柯莱特集团拥有一支实力雄厚.正规专业素质HR队，HR毕业于国内外顶尖学府，主要由海归及大型企业从事多年人事管理人士担任，招聘经验丰富，已成功地为众多知名企业提供咨询和外包服务！得到了客户高度认可，树立了高效率，优品质的品牌形象。
本科,经验不限,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游免费班车餐补交通补助节日福利五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游免费班车餐补交通补助节日福利股票期权带薪年假年度旅游地铁周边扁平管理移动互联网领导nice公司氛围好,25,50K,数据开发专家,北京,"1. 负责高德地图用户行为大数据体系化建设；2. 负责数据平台的规划、技术选型和建设,包括但不限于数据存储、数据计算、数据仓库的规划和实施、数据资产管理和数据治理；3. 深入理解数据业务，分析用户需求，负责业务计算的抽象和优化，能独立完成项目的系统分析、设计，并主导完成详细设计和编码的任务，确保项目的进度和质量1. 有三年以上互联网公司或者海量数据处理工作经验，熟练掌握Hive/SQL，熟悉 Map-Reduce 等分布式计算框架；2. 熟悉数据仓库模型设计，有大型数据仓库设计经验者优先；3. Java/C++/Python 开发及设计经验，优秀的编程能力及良好的开发习惯；4. 熟悉机器学习，自然语言处理，数据挖掘相关理论，熟悉各类算法使用场景，有实际大规模算法应用研发经验者优先；5. 具有搜索、推荐、广告等领域的用户行为分析挖掘经验者优先；6. 工作认真负责，有快速学习的能力，热爱数据，主动积极，有好奇心；7. 具有良好的沟通、团队协作、计划和创新的能力技术牛人云集；技术氛围好；凝聚力强"
本科,3-5年,五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补交通补助包吃节日福利零食下午茶五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补交通补助包吃节日福利零食下午茶,15,25K,数据开发,北京,1、按照财务报告披露口径出具财报披露核心数据指标。2、按照财务科目口径从ERP系统出具财务数据，跟EBS账务系统数据进行核对。并做差异解释。3、开发系统接口传输监控功能，监控异常数据。并给系统研发人员提供改进优化建议。4、构建数据模型，并搭建报表平台。5、基于BI、BigData、Hadoop等领域的新技术应用构建。
本科,5-10年,带薪年假领导nice公司氛围好美女如云移动互联网地铁周边带薪年假领导nice公司氛围好美女如云移动互联网地铁周边带薪年假领导nice公司氛围好美女如云移动互联网地铁周边,15,25K,数据开发,北京,"工作职责：1、负责对公司各平台的数据进行整理、挖掘及分析工作。2、负责将公司各部门的需求，转化成数据模型，并设计和开发成BI可视化报表。3、负责公司各类报表的开发和维护，报表问题修复，系统优化和数据处理，为数据分析提供必要的数据支持。4、各种临时性系统数据的调取和整理等。1、至少3年以上的数据库经验，精通SQL编程，有很好的SQL性能调优经验；熟悉MySQL、Postgresql等至少一种数据库技术。2、熟练使用Finereport，具有BI数据处理、分析、可视化等相关经验。3、从事过具体的数据分析工作，3年以上数据方面的工作经验。4、有良好的统计学、数学相关知识，善于算法的研究和实现。5、有良好的业务学习能力、逻辑分析能力、沟通能力和文字表达能力，能独立解决问题。技能要求：1、 2年以上主流数据库(ORACLE、Mysql)开发管理经验；2、 精通主流数据库技术,如ORACLE、Mysql、postgresql等查询优化；3、 熟悉FineReport、Java或js、HTML等，有一定的项目开发经验4、 熟悉linux系统，有一定的shell开发经验5、 有数据分析、海量数据处理经验者优先，有大数据hadoop\hive\spark等经验优先。"
本科,5-10年,五险一金补充医疗保险定期体检年终奖带薪年假餐补通讯补贴节日福利五险一金补充医疗保险定期体检年终奖带薪年假餐补通讯补贴节日福利,16,20K,数据开发,北京,项目组目前需要的数据人员所需关键技能greenplum(四年左右开发经验)、技术要达到中高级，在光大过的优先
本科,3-5年,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补包吃节日福利公积金高五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补包吃节日福利公积金高领导nice不打卡扁平管理公司氛围好年终分红免费零食股票期权带薪年假,20,35K,数据开发,北京,工作职责：1、小米商城日志数据和业务数据的统计分析2、负责对接各种数据需求，一起参与数据平台的开发3、用户行为模型的搭建，对用户数据进行挖掘分析4、参与新技术选型以及调研工作1、计算机或数学相关专业，本科及以上学历2、3年以上Java/Scala或数据开发经验，熟悉大数据离线和实时处理流程3、熟练掌握大数据相关技术，Hadoop、HBase、Hive、Spark、Kafka、Storm4、熟悉MySQL、PostgreSQL、Redis等数据库5、熟悉常见的数据模型以及机器学习算法，如回归、分类、聚类6、有Linux环境下的开发经验7、有很强的责任心，对数据敏感，具有较强的分析和解决问题的能力，以及良好的沟通、表达能力
本科,3-5年,五险一金补充医疗保险定期体检年终奖股票期权带薪年假免费班车餐补包吃住房补贴五险一金补充医疗保险定期体检年终奖股票期权带薪年假免费班车餐补包吃住房补贴,20,30K,数据开发工程师,北京,1、	参与业务需求分析和大数据系统架构设计；2、	结合平台特点，设计数据模型；3、	构建分布式大数据技术平台，参与开发AI创新使用场景和产品落地中的数据存储、实时查询，大数据系统管理维护等；4、	负责开发实现大数据应用引擎；5、	负责大数据系统的性能优化。1、三年以上大数据项目开发经验；2、具有大型数据仓库或者数据库平台设计经验；3、有大数据平台开发或者数据结构设计经验；4、熟悉hadoop生态系统内常见项目的使用（hdfs、hive、hbase、kakfa系统）5、精通python、java或scala开发，熟练掌握spark应用开发；6、有使用Numpy、pandas或语言开发数据应用的经验优先；7、有团队精神，良好的表达能力和沟通能力。
本科,3-5年,五险一金补充医疗保险定期体检带薪年假通讯补贴节日福利零食下午茶高温补贴五险一金补充医疗保险定期体检带薪年假通讯补贴节日福利零食下午茶高温补贴股票期权带薪年假年终分红扁平管理地铁周边领导nice互联网金融免费零食,20,35K,数据开发工程师实时方向,北京,1、负责凤金保险智能推荐业务核心系统开发；2、根据系统业务需求提供合理的架构设计和解决方案；3、编写系统相关设计文档及技术文档；4、帮助团队解决开发中遇到的难点问题。5、参与系统稳定性、性能和扩展性调试。6、专注于智能推荐，算法开发1、三年及以上技术开发经验，具有相关经验优先；2、JAVA基础扎实，精通io、多线程、集合等基础框架；3、具有Hadoop生态系统中的MapReduce、HDFS、HBase、Hive、Storm等工具的开发经验4、具有Storm流式计算开发经验优先考虑5、具有使用HIVE Spark等模式做离线/实时运算开发经验6、熟练掌握Spring MVC Spring、MyBatis等开源框架；7、熟练掌握Redis、MemCached、Mongodb等至少一种缓存技术；8、熟悉SOA，熟练并使用过rpc框架，熟悉dubbo优先；7、熟悉MySQL或其他关系型数据库的使用2014年9月成立，目前A轮融资8000万美金，交易量突破130亿，保险，基金，海外资产，网贷四条业务线，今年会完善大数据中心。公司七险一金，15天带薪假期，15个月薪资。
本科,1-3年,五险一金补充医疗保险定期体检加班补助年终奖带薪年假员工旅游免费班车餐补交通补助包吃节日福利住房补贴零食下午茶五险一金补充医疗保险定期体检加班补助年终奖带薪年假员工旅游免费班车餐补交通补助包吃节日福利住房补贴零食下午茶,20,35K,数据开发工程师,北京,1、离线&实时数据仓库搭建和优化2、数据聚合层研发3、用户画像，基础数据，地理信息等研发具体工作：1、数据收集，数据清洗/加工，数据架构设计，数据分层建设2、A/B测试实时ETL研发，转化漏斗分析平台研发等3、用户画像数据研发，服务化等1、全日制统招本科及以上学历，计算机、数学、统计学相关专业，本科三年以上工作经验，硕士两年以上工作经验，一年以上数据开发经验；2、熟练使用HQL和Spark，一定程度理解MapReduce原理，有过比较丰富的SQL性能优化经验，能处理常见数据倾斜问题；3、对数据仓库建设方法有一定程度的理解，熟知数仓建设中的各种规范等；有一定的业务感和数据分析能力；4、熟悉特征过程，熟悉常用算法，熟练使用python者优先5、具备比较好的抽象思维能力和分层架构设计能力6、对工作充满热情，具备一定的抗压能力和业务理解能力，工作积极认真；
本科,5-10年,五险一金年终奖股票期权带薪年假员工旅游节日福利五险一金年终奖股票期权带薪年假员工旅游节日福利,20,35K,数据开发,北京,所属部门：技术中心-BI工作职责：1、负责公司大数据离线、实时平台（如Hadoop/Hive/Storm/Spark）的建设、优化；2、负责开发大数据工具，如报表平台、多维度分析工具、ETL平台、调度平台的研发；1、熟悉Hadoop、Hive、Spark、Storm的原理、优化；主导过大型数据平台建设者优先2、熟悉数据仓库理论，对多维数据建模有深入理解和实际经验；3、熟悉开源大数据平台如HBase、ES、Kylin、Druid等，有实际的报表平台、多维度分析工具、etl平台、调度平台中至少一种工具的实际建设经验；多种经验者优先；4、熟练进行Java、Python的代码编写，良好的代码编写素养，良好的数据结构算法技能；5、思维敏捷，有较强的钻研学习能力；6、较好的沟通能力、团队合作；
本科,经验不限,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补通讯补贴交通补助节日福利零食下午茶五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补通讯补贴交通补助节日福利零食下午茶,20,40K,数据开发工程师,北京,1、大数据开发，负责公司数据体系工程开发、分布式数据存储及计算；2、参与公司的数据产品研发，大数据平台应用及规划，支撑业务需求增长;1、计算机、通信、数学相关专业本科及以上；2、三到五年工作经验；3、熟悉java，有较强的工程能力；4、熟悉数据结构及算法；5、熟悉Hadoop(HDFS/MapReduce/Hive)、Spark、storm、Kafka、Flume等常见框架；6、具有良好的逻辑分析能力、沟通能力和协调能力；
本科,5-10年,五险一金定期体检年终奖股票期权带薪年假节日福利保险五险一金定期体检年终奖股票期权带薪年假节日福利保险股票期权带薪年假年度旅游不打卡扁平管理移动互联网领导nice,30,50K,资深数据开发工程师\专家（BJ）,北京,1. 负责数据平台架构和规划；2. 基于数据驱动构建企业的数据模型EDW以及面向应用产品与分析的应用层模型设计开发。3. 参与数据平台的数据研发，发掘数据商业价值，打造极致体验的数据平台。1 从事数据仓库领域至少2年以上，熟悉数据仓库模型设计与ETL开发经验 ，掌握Kimball的维度建模设计方法，具备海量数据加工处理（ETL）相关经验2. 具有一定数据模型和数据架构基础，熟悉hadoop\hive和常用数据库，理解云计算和数据服务；3. 精通SQL，有一定的SQL性能调优经验，熟悉hive sql的开发；4. 具有良好的需求分析、系统分析与设计能力，熟悉EHR相关领域业务优先；5. 掌握相关大数据计算、挖掘、分析平台技术优先。6. 对数据敏感、对技术敏感，有研究的意识和直觉者更佳；7. 性格积极乐观，诚信，有较强的语言表达能力；具备强烈的进取心、求知欲及团队合作精神。
